fashion_graph,7
fashion_graph_0.001,0.9107999801635742,0.9049999713897705,0.9027000069618225,0.8752999901771545,0.8015999794006348,0.7462999820709229,0.5849999785423279
fashion_graph_0.005,0.9104999899864197,0.9039999842643738,0.8959000110626221,0.8382999897003174,0.7716000080108643,0.6481000185012817,0.46480000019073486
fashion_graph_0.01,0.9107000231742859,0.9028000235557556,0.8899999856948853,0.8130000233650208,0.7565000057220459,0.5302000045776367,0.3693000078201294
fashion_graph_0.03,0.9092000126838684,0.9000999927520752,0.8858000040054321,0.7652000188827515,0.625,0.4993000030517578,0.2800999879837036
fashion_graph_0.05,0.909600019454956,0.8939999938011169,0.8744000196456909,0.7391999959945679,0.569599986076355,0.4002000093460083,0.21899999678134918
fashion_graph_0.07,0.9075999855995178,0.8863000273704529,0.8515999913215637,0.6579999923706055,0.41659998893737793,0.22689999639987946,0.10289999842643738
fashion_graph_0.1,0.9070000052452087,0.8805999755859375,0.8392000198364258,0.5920000076293945,0.36070001125335693,0.1923999935388565,0.08129999786615372
mnist_graph,7
mnist_graph_0.001,0.9839000105857849,0.9832000136375427,0.9825000166893005,0.9801999926567078,0.9804999828338623,0.9787999987602234,0.961899995803833
mnist_graph_0.005,0.9837999939918518,0.9829999804496765,0.9825999736785889,0.9801999926567078,0.9789000153541565,0.972599983215332,0.9639000296592712
mnist_graph_0.01,0.9836999773979187,0.983299970626831,0.9825999736785889,0.9804999828338623,0.9769999980926514,0.9750000238418579,0.9427000284194946
mnist_graph_0.03,0.9836000204086304,0.9825000166893005,0.9804999828338623,0.9764999747276306,0.9692000150680542,0.9472000002861023,0.8862000107765198
mnist_graph_0.05,0.9836999773979187,0.9821000099182129,0.9803000092506409,0.9718000292778015,0.9563999772071838,0.9217000007629395,0.8677999973297119
mnist_graph_0.07,0.9833999872207642,0.9812999963760376,0.9796000123023987,0.963100016117096,0.9329000115394592,0.8804000020027161,0.8230999708175659
mnist_graph_0.1,0.9829999804496765,0.9811999797821045,0.9793000221252441,0.9678999781608582,0.9379000067710876,0.9254999756813049,0.7361999750137329
cifar_graphs,7
cifar_graphs_0.001,0.6220999956130981,0.6122999787330627,0.6150000095367432,0.5601999759674072,0.5145999789237976,0.4959999918937683,0.4415000081062317
cifar_graphs_0.005,0.6201000213623047,0.604200005531311,0.5946000218391418,0.5126000046730042,0.4115999937057495,0.3418000042438507,0.24089999496936798
cifar_graphs_0.01,0.6184999942779541,0.5956000089645386,0.5720000267028809,0.48240000009536743,0.35359999537467957,0.25600001215934753,0.16459999978542328
cifar_graphs_0.03,0.6150000095367432,0.5884000062942505,0.5396000146865845,0.3580000102519989,0.20819999277591705,0.11429999768733978,0.05649999901652336
cifar_graphs_0.05,0.6115999817848206,0.5788000226020813,0.5302000045776367,0.32109999656677246,0.18060000240802765,0.08910000324249268,0.019099999219179153
cifar_graphs_0.07,0.6075999736785889,0.5425000190734863,0.4471000134944916,0.18119999766349792,0.05270000174641609,0.01850000023841858,0.0017999999690800905
cifar_graphs_0.1,0.6003999710083008,0.5212000012397766,0.40709999203681946,0.10379999876022339,0.022700000554323196,0.0034000000450760126,0.0003000000142492354
